chocolate,fruity,caramel,peanutyalmondy,nougat,crispedricewafer,hard,bar,pluribus,sugarpercent,pricepercent,winpercent
0,1,0,0,0,0,0,0,1,0.9362961344361738,0.20617857890340976,55.095972564257444
1,0,1,0,0,1,0,1,0,0.552794518793983,0.9112360420189293,81.33872527578134
1,0,1,1,0,1,0,1,0,0.6097126898196257,0.6563791898520477,59.45299947819711
1,0,0,0,0,0,0,0,1,0.18894796705552983,0.5150924100924723,57.25969974721003
0,1,1,0,0,0,0,0,0,0.6122130982067305,0.3284744940916473,34.451344325427065
1,0,0,1,0,0,0,0,0,0.7258912401317882,0.6482684983815379,84.16653072993567
1,0,0,0,0,0,0,1,0,0.46585957021027397,0.33171061423508125,49.02008045492583
0,1,0,0,0,0,0,0,1,0.3065710978705862,0.3126117611947179,43.95309134503629
0,0,0,0,0,0,0,0,1,0.4577540694803529,0.4608490058915088,34.09342575722124
0,1,0,0,0,0,0,0,1,0.4604657374470998,0.4623421823907034,51.33990605355944
0,0,0,0,0,0,0,0,0,0.015575854563817815,0.5282190930769699,45.86804620523417
0,1,0,0,0,0,0,0,1,0.0379409391739408,0.310215192215082,24.447309767284267
1,0,0,1,0,0,0,0,1,0.5966896561411309,0.6552590216852621,69.51056292865398
0,0,0,1,1,0,0,1,0,0.45452791985843255,0.7526912878002475,46.686895095122395
0,1,0,0,0,0,0,0,0,0.26527902116118995,0.27807768718687786,52.86785527252139
0,1,0,0,0,0,1,0,1,0.09392469292872015,0.5073047736231899,28.30257601827026
0,0,1,0,0,0,0,0,1,0.9856204530501118,0.749232212096907,33.19988149564277
1,0,0,0,0,0,0,1,0,0.301384692472094,0.8633152384719187,48.08080470033534
0,1,0,0,0,0,0,0,1,0.16341391057562485,0.2167614620407565,67.20250836959876
0,1,0,0,0,0,1,0,0,0.09426366600743798,0.09811137225188982,39.39184134871675
0,1,0,0,0,0,1,0,1,0.09646753258656754,0.5181544558323891,28.44052427816225
0,1,0,0,0,0,1,0,1,0.9069980818606208,0.4652285798236611,47.04170072724465
0,1,0,0,0,0,0,0,0,0.2237505086733549,0.1286982655860393,45.42309384398074
1,0,0,1,0,0,0,0,1,0.40470391948369,0.654058908502007,73.54247579643688
1,0,0,0,0,0,0,1,0,0.44226243176979624,0.9183924697134084,56.95719678234434
1,0,0,1,0,0,0,0,0,0.7161504780604552,0.6623180590610884,83.89414247159384
1,0,0,0,0,1,0,1,0,0.322548448535654,0.7813366447888526,66.1949180838897
1,0,0,0,0,0,0,0,1,0.16856585746220748,0.020659835787228506,45.816364885146
0,1,0,0,0,0,0,0,1,0.4644918789169704,0.4569765792739616,42.36100768674909
1,0,0,0,0,1,0,0,1,0.8629598126761775,0.849715773272532,49.16247332108441
1,0,1,0,0,1,0,1,0,0.5498373453992973,0.9097454072614167,81.61010621429288
0,1,0,0,0,0,0,0,1,0.1391871612275109,0.018579143331991593,43.04767485736987
0,1,0,0,0,0,0,0,1,0.7313476231728024,0.514999690723682,41.29995262707381
0,1,0,0,0,0,0,0,1,0.21833960649451012,0.3443695506882706,39.35043636272951
0,0,0,0,0,0,0,0,0,0.011,0.5164532694744383,46.04746978354457
1,0,0,0,0,0,0,1,0,0.4280663193595876,0.9305558386589201,59.16578122677868
1,0,1,0,1,0,0,1,0,0.5905674796676248,0.6525587488636553,73.72089654771735
0,1,0,0,0,0,0,0,1,0.3053014283958273,0.31237605164980947,43.8419946233672
1,0,0,0,0,1,0,0,1,0.8739125317016938,0.8512490379043816,49.162246855098445
0,1,0,0,0,0,0,0,1,0.05712361619763386,0.31804782959685646,23.378687551438418
1,0,0,0,0,0,0,0,0,0.3366908700397523,0.5027870591414122,42.857858076152546
0,0,0,1,0,0,0,0,1,0.3080531499192805,0.5217909396020466,23.244205167959564
0,1,0,0,0,0,1,0,1,0.27910428743862037,0.12769457276151133,45.77203555742734
0,0,1,0,0,0,0,0,0,0.42005564450301486,0.3165541637946965,32.71707304664898
1,0,0,0,0,0,0,0,0,0.31172447526210134,0.5192488928982681,43.44655867931575
0,1,0,0,0,0,0,0,1,0.4686481929509632,0.4642589605885514,57.15390558514051
1,0,0,0,0,0,0,0,0,0.31352214944612405,0.5138956977631517,42.90626221213729
0,1,1,0,0,0,0,0,0,0.6049309687827813,0.3289217959495528,34.96800010610108
0,1,0,0,0,0,0,0,1,0.1935564094492553,0.97600001,22.445341
1,0,0,0,0,0,0,1,0,0.3012093306764714,0.8607049026497232,47.47067551390021
0,1,0,0,0,0,1,0,1,0.07998216841406423,0.523016837269834,27.374303790874585
1,0,0,0,1,0,0,1,0,0.6095089712572515,0.5136366770215028,67.40927555439526
1,0,1,1,0,1,0,1,0,0.6016664788649344,0.6563190779077658,59.86040853322384
1,0,0,0,0,1,0,1,0,0.3079730015280127,0.5038992372029634,77.76760525170053
1,0,1,0,0,0,0,0,1,0.8600717403870429,0.878395270482344,65.74332224572035
0,1,0,0,0,0,0,0,1,0.8787038714392178,0.3290036569990925,46.07585780328444
0,1,0,0,0,0,0,0,0,0.2685210508063309,0.28507589938198313,52.39139799700068
1,0,0,0,0,0,0,0,0,0.3074672907576776,0.49729564005814575,43.311109373830455
0,0,0,0,0,0,0,0,1,0.9163416998314519,0.3179892402989854,37.23660291042
1,0,0,0,0,0,0,0,1,0.2803177137878397,0.97600001,38.12869395334775
0,1,0,0,0,0,1,0,1,0.271170727966244,0.11844477558747932,46.35466043111426
1,0,0,1,0,0,0,0,1,0.8332111733485654,0.6346915263688014,71.65650093689409
1,0,0,0,0,0,0,0,1,0.13747380447824753,0.10184790878154185,55.27906066178356
1,0,1,0,0,1,0,1,0,0.7415304413119488,0.8553661024294748,67.2196358667842
1,0,1,0,0,1,0,1,0,0.551178874301774,0.918026719654561,81.71792626807992
0,1,0,0,0,0,0,0,0,0.22504603207613505,0.11525149818496302,45.1248207245722
0,1,0,0,0,0,0,0,1,0.4693824464992823,0.466744431516581,52.22443975689766
0,0,0,0,0,0,0,0,0,0.011,0.1260465967355188,32.10675980789114
1,0,0,0,1,0,0,1,0,0.6099093691409999,0.503351890654683,39.31545758047507
1,0,0,1,0,0,0,1,0,0.45356603233688153,0.7585393619902824,49.28619422884436
0,0,1,0,0,0,0,0,1,0.9582988851398977,0.7653255361608817,33.99769910767753
1,0,0,0,0,0,0,0,0,0.32399332769197253,0.5180488279363741,43.71342928981219
0,1,0,0,0,0,0,0,1,0.7390858073574972,0.49965875676351595,42.28516785306383
0,1,0,0,0,0,1,0,1,0.2795436459208155,0.10178565173732396,46.241030475243015
0,1,0,0,0,0,0,0,1,0.12470889208687157,0.04101943440807673,43.33401520013788
0,1,0,0,0,0,0,0,0,0.2572827453989009,0.2738616611130896,52.62932160746616
0,1,0,0,0,0,0,0,1,0.5789722942311563,0.11265760101996658,37.58861370543291
0,1,0,0,0,0,0,0,1,0.9418604391618903,0.20417697707667945,54.748846611172546
1,1,0,0,0,0,1,0,0,0.6046661044753902,0.319213989854683,48.71551239764539
0,0,0,0,0,0,0,0,0,0.02056065228007808,0.5109354944133525,46.61103738972316
0,1,0,0,0,0,1,0,0,0.7289532930009286,0.3329283116817046,39.61321051455693
1,0,0,0,0,1,0,1,0,0.43296881755960426,0.9114278536338746,61.974504789392356
0,1,0,0,0,0,1,0,1,0.08466262600429184,0.5251235008051404,27.805526342399663
1,0,0,0,0,1,0,0,1,0.8757976346229408,0.8421664672819152,49.240808174434015
0,1,0,0,0,0,0,0,1,0.06902621329432407,0.11017895482278603,60.18549957511688
1,0,0,0,0,0,0,0,1,0.19067660929456537,0.5241007488020281,56.780430289955596
0,1,0,0,0,0,0,0,1,0.3110111734229879,0.31480197195503806,44.53205391916554
1,0,0,1,0,0,0,1,0,0.6024467631627552,0.7622958779226704,71.06337708876781
1,0,0,1,0,0,0,1,0,0.6017216743940775,0.7656780352199319,70.69691656773517
1,0,1,0,1,0,0,1,0,0.6189381981904118,0.6625303917665608,73.5427986043779
0,1,0,0,0,0,0,0,1,0.04516977665747441,0.33749440558542176,24.3914486673005
1,0,1,0,0,1,0,1,0,0.5439431542259364,0.8990396231895875,81.54906851892831
1,0,0,0,1,0,0,1,0,0.5863115651487325,0.5106383754178068,67.17409456559363
0,1,0,0,0,0,1,0,0,0.724458883207775,0.034768283753154376,39.90692026204877
0,0,0,0,0,0,0,0,1,0.4627814264402657,0.4565956417196412,33.82258860044395
1,0,0,0,0,1,0,1,0,0.424216017883035,0.9175254534335576,62.4379701036112
0,1,0,0,0,0,0,0,1,0.7436523259981607,0.5110453393661781,35.98633262781209
1,0,0,0,1,0,0,1,0,0.602609002484936,0.5207164059225131,67.14094701040764
0,0,0,0,0,0,1,0,1,0.7428658094974897,0.07928920894000568,29.436400467095012
0,1,0,0,0,0,0,0,1,0.3135203628575022,0.3101945943325887,44.98235983058997
1,0,0,0,1,0,0,1,0,0.6043139230104256,0.5091767537318314,39.06352965117357
1,0,0,0,0,0,0,1,0,0.4292511641160024,0.9236608230845867,58.79328020011687
1,0,0,0,0,1,0,1,0,0.3130320048775608,0.7620132694776207,66.60466610968271
0,1,0,0,0,0,0,0,1,0.327495080700439,0.26001616460398735,47.10911030718772
1,0,0,0,0,0,0,0,1,0.20043805816615196,0.08025089477994184,36.237726708844896
1,0,1,1,0,1,0,1,0,0.5871203612885273,0.6427391787739033,59.654370865607525
0,1,0,0,0,0,1,0,1,0.5994192547616961,0.828846216146869,41.09848277294038
1,0,1,0,0,0,0,0,1,0.3021225077906595,0.523331256739276,55.687217722911214
0,1,0,0,0,0,1,0,0,0.7378198383309406,0.32366702641491996,38.377609747376255
0,1,0,0,0,0,0,0,1,0.6079896498818107,0.7689784656543259,54.9025011735994
0,1,0,0,0,0,0,0,1,0.14775953412911727,0.21562298966063065,67.91283585369452
0,0,0,0,0,0,0,0,0,0.019593887424061325,0.11848153853946489,32.21009468768343
0,1,0,0,0,0,0,0,1,0.9496879129887374,0.240389469273144,62.32452176217468
0,0,0,1,0,0,0,0,1,0.31455220242421195,0.50198933751214,23.244084749485374
1,0,0,0,0,0,0,0,1,0.2751183571129491,0.959827565950383,38.52546889910603
0,0,1,0,0,0,0,0,1,0.9672992656201765,0.7779638454498167,33.60257926282564
0,1,0,0,0,0,0,0,1,0.7272648427686355,0.5039542313257278,35.64951580288542
1,0,1,0,1,0,0,1,0,0.6098848593298216,0.6508235683420551,72.7988533735934
1,0,0,0,1,0,0,1,0,0.6049328021536843,0.5060070107310434,38.7294257512981
0,0,0,0,0,0,0,0,1,0.09301130131155054,0.025285179911639727,37.88083916303892
0,1,0,0,0,0,0,0,1,0.3254218294797161,0.24689989662917083,47.76046477629131
1,0,1,1,1,0,0,1,0,0.5833310631580968,0.7654666398916018,57.37637799001399
1,0,0,0,0,0,0,0,1,0.8130442532224459,0.6548331729249988,66.7746951790446
0,1,0,0,0,0,0,0,1,0.3029890849952883,0.30440757011446146,43.791158139010676
1,0,0,0,0,0,0,1,0,0.4269365288838303,0.9120341336013786,58.653390170544654
0,1,0,0,0,0,0,0,1,0.729852806358389,0.5080397173186545,36.251633058696974
0,1,0,0,0,0,1,0,1,0.8352882809591898,0.3128241753097476,54.76361777709288
1,0,0,0,0,1,0,1,0,0.3046918700629087,0.7633991180929776,66.37169523875124
1,0,1,0,0,0,0,0,1,0.8527402854913901,0.8610123483475937,65.84975524189899
0,1,0,0,0,0,1,0,1,0.11372416342755717,0.5075951778429589,27.62823273529189
0,1,0,0,0,0,1,0,0,0.10819460804960977,0.1136874340729553,38.56242465880724
0,1,0,0,0,0,0,0,1,0.19352759919327112,0.9758304156275007,22.445341
1,0,0,0,0,0,0,1,0,0.42693380794518276,0.9124119868333082,56.71151603680484
0,1,0,0,0,0,1,0,0,0.08330843544145555,0.12188896895974664,39.47772044847983
0,1,0,0,0,0,0,0,1,0.29690817954041143,0.26723685237996503,47.43962006648363
1,0,0,1,0,0,0,1,0,0.6030142859015069,0.7630427491967067,70.76796345757894
0,0,0,0,0,0,0,0,0,0.011,0.12013467240974329,31.933636051084576
0,1,0,0,0,0,0,0,1,0.5802844011565725,0.1139580749120634,36.87857975045878
1,0,0,1,0,0,0,0,1,0.5795049956114311,0.6541145623532123,69.25960165229654
0,1,0,0,0,0,0,0,1,0.039574051085192366,0.3383429599603189,24.70487855232648
1,0,0,1,0,0,0,0,1,0.4072534048767797,0.6553346206683996,73.58270936550531
0,0,1,0,0,0,0,0,0,0.42108836045821657,0.30988763449465867,31.309502595134795
0,1,1,0,0,0,0,0,0,0.6075206306349902,0.3288687658728444,34.17290518705864
0,1,0,0,0,0,0,0,1,0.929863918072706,0.2305059898691465,55.63226469894458
0,1,0,0,0,0,0,0,1,0.7392077996321569,0.5091116228075068,36.05238965335276
0,1,0,0,0,0,1,0,1,0.2602515754996005,0.12448441625703793,45.37400609601157
1,0,1,0,0,0,0,0,1,0.30733706210949896,0.50511908122004,56.09786850137034
1,0,1,0,0,1,0,1,0,0.7319102709920673,0.8473408175751567,66.95902460412772
0,1,0,0,0,0,0,0,1,0.3013925198812924,0.3142029779942064,44.544174883391996
0,1,0,0,0,0,1,0,0,0.7293334041657137,0.01903198405502974,39.63587800586213
0,1,0,0,0,0,0,0,1,0.5840811871145883,0.11395676379807068,37.18721140910948
0,1,0,0,0,0,0,0,1,0.1321693126698895,0.04496597601612016,42.76964546874669
1,0,1,0,0,1,0,1,0,0.5448110086674125,0.889725756238791,82.5739609715355
1,0,0,0,0,0,0,0,1,0.27991792024350326,0.9650966312215817,38.327421208813185
0,1,0,0,0,0,0,0,1,0.15949661698646775,0.21120541878926644,67.39831573364023
1,0,1,0,1,0,0,1,0,0.6018355323042572,0.6504604325490352,73.35244690480614
1,0,0,0,0,0,0,1,0,0.3193259821538108,0.8568835124423191,47.3894718529415
1,0,0,1,0,0,0,0,1,0.4223082244979959,0.6629229212382183,73.9956039604026
0,1,0,0,0,0,0,0,1,0.08553332632288872,0.12413258880512089,59.49400914055171
0,0,1,0,0,0,0,0,0,0.40764393517952063,0.3292205152462801,32.35530872257799
1,0,0,0,1,0,0,1,0,0.5961862508192065,0.5122409854358733,66.88352844823437
1,0,1,0,0,0,0,0,1,0.8725227555620364,0.8633509626706991,64.82070328087408
0,1,1,0,0,0,0,0,0,0.5950751826977168,0.31765450844013265,34.657355578991826
1,0,0,0,0,0,0,1,0,0.4188466417111069,0.9253047963992734,56.13544689053658
0,0,1,0,0,0,0,0,1,0.960899755599796,0.7575236072708992,32.564650778314835
0,1,0,0,0,0,0,0,1,0.468543892237162,0.4721187609194337,42.41600571583539
0,1,0,0,0,0,0,0,1,0.06813645723619723,0.12610784945072484,53.75629438835654
1,0,0,0,0,0,0,1,0,0.3075136006007684,0.8617969169050187,48.43952971005148
0,0,0,0,0,0,0,0,1,0.45931417314646483,0.46349838019626005,34.04604012167987
1,0,0,0,0,1,0,1,0,0.30699264744918675,0.5144112668222829,76.77248155399413
0,1,0,0,0,0,0,0,1,0.21258284331947702,0.30061523282808017,39.836348930825565
1,0,1,1,0,1,0,1,0,0.6232416337484609,0.653575748095265,60.02167038652067
1,0,0,1,0,0,0,0,0,0.03650899810108668,0.2780340508991703,81.71550446114354
1,0,1,0,0,1,0,1,0,0.5534782931648187,0.9055685867246219,81.65791208356292
0,1,0,0,0,0,0,0,1,0.5998754395892497,0.7610207978886656,54.99302871002011
1,0,1,1,1,0,0,1,0,0.5444317740641664,0.6503628680545809,76.91683754537365
1,0,0,1,0,0,0,0,0,0.02798239683983269,0.2692836064235944,81.80785954554095
1,0,0,0,0,0,0,1,0,0.40763739388954995,0.9167950009135242,56.437804425579166
1,0,1,0,0,0,0,0,1,0.29037884296471467,0.5115756618101029,55.6695788381761
1,0,0,0,1,0,0,1,0,0.588730503924258,0.5119794025170825,39.5058066018219
0,1,0,0,0,0,0,0,0,0.24802691883100106,0.28037982446980486,53.12089235783303
0,1,0,0,0,0,0,0,1,0.30291918529595463,0.2638571025918165,47.927619424853084
1,0,1,0,1,0,0,1,0,0.6151737008478442,0.6417452519255528,72.9299734017622
0,1,1,0,0,0,0,0,0,0.6036252270666592,0.32649724160017923,35.2298845772986
0,1,0,0,0,0,1,0,0,0.74288368395789,0.9759922539560688,35.52882609286077
0,1,0,0,0,0,1,0,0,0.09646593581869722,0.10121830906892072,40.44731058031412
0,1,0,0,0,0,0,0,1,0.6105995127826138,0.7565308798060971,54.337818462567775
1,0,0,0,0,1,0,1,0,0.42240248752901227,0.9130116099187789,61.981978112452694
1,0,1,0,0,0,0,1,0,0.9694185985101645,0.8568409589168621,64.53711953851383
0,1,0,0,0,0,0,0,1,0.22614545591467614,0.3172895690277808,39.62111678490821
0,1,0,0,0,0,0,0,1,0.460136968173483,0.463555154118918,43.03454444774512
1,0,0,0,0,0,0,0,1,0.1317187642553341,0.10869047301649552,55.082153551478335
0,1,0,0,0,0,0,0,1,0.46977482358248535,0.4542250115741789,51.809532125559606
1,0,0,0,0,1,0,0,1,0.8673654452976011,0.8380330241421882,50.03423244225642
0,1,0,0,0,0,1,0,1,0.25753136213426864,0.10490541515340754,46.30504506346682
0,0,1,0,0,0,0,0,0,0.4080139165209238,0.3397203831639545,31.80928444579015
0,1,0,0,0,0,1,0,1,0.5697295360191106,0.05406011714238493,35.19675271256675
0,1,0,0,0,0,1,0,0,0.09575776991276967,0.11578151380496914,39.551358220057566
0,0,0,0,0,0,0,0,1,0.899316422610815,0.32156762894494173,38.27407650949591
1,1,0,0,0,0,1,0,0,0.60422417180018,0.3169519820619434,49.07232415760206
1,0,0,1,0,0,0,1,0,0.4698115022862602,0.7649961567795408,50.44676816148728
1,0,0,1,0,0,0,1,0,0.31821336941019296,0.9389481849885292,54.49189965663596
0,1,0,0,0,0,0,0,1,0.5940874196711177,0.12786269210386156,37.629715426349584
0,1,0,0,0,0,1,0,0,0.056769145216612964,0.09673159250454853,39.15471879507826
0,1,0,0,0,0,0,0,1,0.03755582247468428,0.33051836703331866,24.15263284940668
0,1,0,0,0,0,1,0,0,0.7461981548573329,0.317914073269129,38.72535531535647
0,0,1,0,0,0,0,0,1,0.9605220930107836,0.7518624993138064,33.107536646693625
1,0,0,0,0,0,0,0,1,0.2058117117864988,0.5196878592815503,57.31672748979547
0,1,0,0,0,0,1,0,1,0.09357335269585304,0.5208858443221952,28.11561006764473
0,1,0,0,0,0,0,0,1,0.3095242162094882,0.2639140542997967,47.26772753912201
0,1,0,0,0,0,0,0,1,0.030755174471160458,0.32099597935814633,24.74475801877072
1,0,0,0,0,0,0,1,0,0.4635531473316192,0.3235787914439118,49.37821802357011
0,1,0,0,0,0,0,0,1,0.299849264408879,0.26138921320682634,47.81639935862858
0,1,0,0,0,0,0,0,1,0.5891574815898796,0.11933617840942486,37.231043424570565
0,1,0,0,0,0,1,0,0,0.7447915370431208,0.030645575115433366,39.27035680153509
0,1,0,0,0,0,0,0,1,0.7252794113099671,0.49720287368399524,42.48375981045169
1,0,0,0,0,0,0,1,0,0.4325466157871526,0.9189703805349302,55.68459186021617
0,1,0,0,0,0,1,0,1,0.5978825354681462,0.8461949144653548,40.91860362234331
0,1,0,0,0,0,0,0,1,0.726699798208071,0.5007945939625847,42.70259663322955
1,0,1,0,0,0,0,1,0,0.9715315057326603,0.8654432713734738,63.59091340934933
0,1,1,0,0,0,0,0,0,0.6036749657965516,0.32782526060202566,35.00810204886225
0,1,0,0,0,0,0,0,1,0.23467095035177943,0.33139246451038185,40.10992660213671
1,0,0,0,1,0,0,1,0,0.5999331653461041,0.5184306192867096,67.44080924834405
0,1,0,0,0,0,0,0,1,0.9494276696044952,0.21408203474573798,63.21319514288477
0,1,0,0,0,0,0,0,0,0.9068215352206964,0.4972208749130429,52.832549944003645
0,1,0,0,0,0,1,0,0,0.7387110139488653,0.32045354213644944,38.980665586361
0,1,0,0,0,0,1,0,0,0.7282289813637797,0.04157680247046274,39.84135879781091
0,0,1,0,0,0,0,0,1,0.9645820261241779,0.7623812715370123,33.14303219800183
0,1,0,0,0,0,0,0,0,0.9050259848601104,0.5050856101689704,52.131880510416906
1,0,1,0,1,0,0,1,0,0.5969492608177338,0.6354791740474147,72.74878606606286
0,1,0,0,0,0,0,0,1,0.5865834932693947,0.13093538726581028,37.49888463299562
1,0,0,0,0,1,0,1,0,0.31848372616225556,0.7740364335523581,66.9788273774785
0,0,0,0,0,0,1,0,1,0.7370056067972686,0.07556075495588199,29.622897386899602
0,1,0,0,0,0,0,0,1,0.16396166170457468,0.2282465829373269,66.47977032211126
1,0,0,0,0,0,0,0,1,0.8372227299502862,0.655914506484585,66.09946467523469
0,0,1,0,0,0,0,0,1,0.9618379540077686,0.7649179436219838,33.61071063903411
1,0,0,0,0,0,0,0,1,0.20014605708191927,0.5096044453935399,58.028496945896514
0,0,1,0,0,0,1,0,0,0.1807409967240917,0.263356451200849,42.077084919561074
1,0,0,1,0,0,0,1,0,0.6041969320721594,0.7894522656953895,70.56586058390569
1,0,0,0,0,0,0,0,1,0.26194213106563585,0.97600001,38.22340974319638
1,1,0,0,0,0,1,0,0,0.6176624870717546,0.32104766131437773,48.87755267866451
0,1,0,0,0,0,0,0,1,0.07206716870240995,0.11996678418037114,52.65994546419331
0,1,0,0,0,0,0,0,0,0.16016129789672215,0.1073857645115518,26.883267852001637
0,1,0,0,0,0,0,0,1,0.23006612739162396,0.3378208166561048,40.06486451988569
0,0,0,0,0,0,0,0,0,0.011,0.5053666038373474,45.00223355959376
0,1,0,0,0,0,1,0,1,0.8310144857713059,0.32927004701747614,55.704167671490914
0,1,0,0,0,0,0,0,1,0.13371153538953556,0.043083852700937675,42.885420483702525
1,0,0,0,0,0,0,0,0,0.31350993774735836,0.5142788293045746,42.888828658710764
0,1,0,0,0,0,0,0,1,0.4671120854036855,0.46580503687644476,52.15506254837694
0,0,0,0,0,0,0,0,1,0.4538141216444103,0.4650920512057224,33.84557843180401
0,1,0,0,0,0,0,0,1,0.4648040634598738,0.46451903071582923,41.88033970912149
1,0,0,1,0,0,0,0,0,0.98799998,0.6460856176460443,72.83068056703725
0,0,0,0,0,0,0,0,1,0.09995071352930375,0.019169675371557962,37.90394315375847
0,1,0,0,0,0,0,0,0,0.22143118391660338,0.1286084991633721,45.272384022762715
1,0,1,0,0,0,0,0,1,0.2982973225858751,0.5100750726291652,54.3734211693055
1,0,0,0,0,1,0,1,0,0.42667246409392673,0.911303726914326,61.90458979364319
0,1,0,0,0,0,0,0,0,0.8880438841790477,0.5066002907792487,52.90374810885709
1,0,1,0,0,1,0,1,0,0.734172745484351,0.8693769450315085,67.00453902832942
0,1,0,0,0,0,0,0,0,0.27413019128717353,0.28475726945553675,53.10934100366305
0,1,0,0,0,0,0,0,1,0.29971234079449427,0.25977490939436265,47.0585104757459
0,1,0,0,0,0,0,0,1,0.1914220818493317,0.9738055135509641,22.445341
1,0,0,0,0,0,0,0,0,0.3032387591394243,0.5158859540873051,43.805058743358835
0,0,0,0,0,0,0,0,1,0.8978589367982797,0.3195158100201745,37.92837944700137
0,0,0,1,0,0,0,0,1,0.3134510158816292,0.5087876492391924,23.22326159694138
0,0,1,0,0,0,0,0,1,0.9474216094397605,0.775264320231787,33.91856619604813
0,1,1,0,0,0,0,0,0,0.6091802885969152,0.33245024757095565,34.20069021243135
0,1,0,0,0,0,0,0,0,0.9123574957863998,0.5026325225660695,52.08048294751427
0,1,0,0,0,0,0,0,1,0.86988235993347,0.31770952315333933,46.41621251534253
0,1,0,0,0,0,0,0,1,0.2920794644051664,0.25592631786960246,47.17334752880157
0,1,0,0,0,0,1,0,1,0.8635968962501153,0.29370944511763114,42.963068310246804
0,0,0,0,0,0,0,0,1,0.9163974352402436,0.3086762816252319,38.92884259270093
0,0,1,0,0,0,0,0,0,0.3945723883272523,0.3273718360853825,32.37854960362878
0,0,1,0,0,0,0,0,0,0.4150692454985134,0.3132738788385084,31.18744216756732
0,1,0,0,0,0,0,0,1,0.1410487053615635,0.21459447564434161,67.18081658695868
1,0,0,0,0,0,0,0,1,0.18078516186497395,0.011,45.753370741183055
0,1,0,0,0,0,0,0,1,0.4593065706194822,0.4614165898948557,51.43149701727188
0,0,1,0,0,0,1,0,0,0.18940665999085396,0.2624511866430296,42.012236169574706
1,0,0,0,0,0,0,0,1,0.2017686897208919,0.5110613957920626,57.20666521058768
0,1,0,0,0,0,0,0,1,0.16648540859043573,0.21543875826428965,67.01454042520642
0,1,0,0,0,0,1,0,1,0.6022885024455342,0.8245375115668011,41.534530976642046
0,1,0,0,0,0,0,0,1,0.0721712879068226,0.12264574839911235,59.62611864142341
1,0,0,1,0,0,0,0,1,0.3934760916718457,0.6574157065701954,73.01912022778086
1,0,0,1,0,0,0,0,0,0.98799998,0.6581852266435556,74.21481609484984
1,0,0,1,0,0,0,0,0,0.7135864409962385,0.6378704741790245,83.86615286317414
0,1,0,0,0,0,0,0,1,0.06427099747656474,0.11854726534038884,59.90794335262139
1,0,0,0,0,0,0,0,1,0.2668123679719793,0.97600001,37.23085281349628
0,1,0,0,0,0,0,0,1,0.7188197385448821,0.502212473235472,36.06873741396606
0,0,1,0,0,0,0,0,1,0.96692925319723,0.7670781908870844,33.028026001817096
0,1,0,0,0,0,0,0,1,0.22815892026145068,0.3240092104395014,39.252631196424225
1,0,0,0,0,0,0,0,1,0.19947039485993692,0.5266980782378593,57.67785195316142
1,0,0,0,0,1,0,1,0,0.2996003616175517,0.7833998338300341,66.67781025428847
0,1,0,0,0,0,0,0,1,0.3119558707491985,0.2988169859966179,44.624952098930024
0,1,0,0,0,0,0,0,0,0.16825774233224422,0.13725228517649904,26.526613577250856
0,0,1,0,0,0,0,0,1,0.9491623526874184,0.7592008189880443,34.243628073661384
1,0,0,0,0,0,0,1,0,0.3039361802819163,0.8683569300173681,47.30672502864805
0,1,0,0,0,0,0,0,1,0.07639214134548698,0.12427020991599226,60.53477082193244
1,0,0,1,0,0,0,0,1,0.8272777821797057,0.6425151314689028,71.91333040553214
0,1,0,0,0,0,1,0,1,0.8754742543831199,0.2832034481114499,43.102492842113165
1,0,0,1,0,0,0,0,0,0.98799998,0.6500836588579176,72.51271111626342
0,1,0,0,0,0,0,0,1,0.4689514398228636,0.46972378674808035,42.24529362415459
1,0,0,0,0,0,0,0,1,0.13254815807879308,0.0949657024961465,55.168801258039856
1,0,0,1,0,0,0,1,0,0.4878604936674342,0.7771947642136836,50.360289330290925
0,1,0,0,0,0,0,0,1,0.7301969149060011,0.5116425058595931,35.90797745892756
1,0,1,0,1,0,0,1,0,0.5972711960586952,0.6495694618525509,72.20495991358496
1,0,0,1,0,0,0,1,0,0.31660771959131845,0.927340217143746,55.018719487794925
0,1,0,0,0,0,1,0,0,0.7357021271230311,0.038945912819416215,39.42496403939968
1,0,1,0,0,0,0,0,1,0.2975580481942406,0.5172362118208866,54.85132879148179
1,0,0,1,0,0,0,0,0,0.025293502149373974,0.2733366584059475,81.62037062396828
0,0,0,0,0,0,0,0,1,0.48447957978856626,0.45609267325641856,34.31625952136558
1,0,0,0,0,1,0,1,0,0.31575635462737794,0.5061620706058164,76.37639613375427
0,1,0,0,0,0,0,0,0,0.26082441757676517,0.2737096093179232,51.921761453956265
1,0,0,1,0,0,0,1,0,0.6117242726557939,0.7736997072902018,70.91430030124407
0,1,0,0,0,0,0,0,0,0.26607953766648296,0.28731697008621115,53.13918809391854
1,0,0,0,0,0,0,0,1,0.2648673683119389,0.9746780494353631,37.799584287321814
1,0,0,0,0,0,0,0,1,0.2017418082216524,0.5231937206278073,56.715519926786484
1,0,1,0,1,0,0,1,0,0.593105156704011,0.6626615889812933,73.13858326222899
1,0,0,1,0,0,0,0,1,0.8279737962393432,0.6530741717979934,70.82237454978646
0,1,0,0,0,0,0,0,1,0.14313249596066469,0.026996156950432504,42.63814810696899
0,1,0,0,0,0,1,0,1,0.875931389786553,0.292424762904678,42.519717935574576
